Season,Week,Day,Date,Propers,Name,Morning Psalm,Moring First Lesson,Morning Second Lesson,Evening Psalm,Evening First Lesson,Evening Second Lesson,
Trinity,,Thursday,,,Thursday,Psalm 9,Numbers 20:1-13,Luke 1:57-66,Psalm 27,Haggai 2:1-9,Acts 7:54 - 8:4,
Trinity,,Friday,,,Friday,Psalm 10,Numbers 20:14,Luke 1:67,"Psalm 6, Psalm 26",Zechariah 1:7-17,Acts 8:5-25,
Trinity,,Saturday,,,Saturday,"Psalm 13, Psalm 14",Numbers 21:4-9,Luke 2:1-20,"Psalm 29, Psalm 30",Zechariah 2,Acts 8:26,
,,,,,,,,,,,,
Trinity 01,,Sunday,,1st,First Sunday after Trinity,Psalm 73,Jeremiah 23:23-32,"Matthew 7:13-14, 21-29",Psalm 119:33-48 (Section V - VI),Deuteronomy 30:11,"John 13:1-17, 34-35",
Trinity 01,,Sunday,,2nd,First Sunday after Trinity,Psalm 89:1-19,"Isaiah 5:8-12, 18-24",James 5,Psalm 49,Job 21:17-33,Luke 16:19,
Trinity 01,,Sunday,,3rd,First Sunday after Trinity,Psalm 90,Genesis 3,Romans 5,Psalm 85,"I Samuel 1:1-11, 19-20",Acts 6,
Trinity 01,,Monday,,,Monday,Psalm 28,Numbers 22:2-14,Luke 2:21-40,Psalm 31,"Ezra 5:1-2, 6-17",Acts 9:1-19,
Trinity 01,,Tuesday,,,Tuesday,Psalm 32,"Numbers 22:15-21, 36-40",Luke 2:41,Psalm 33,Ezra 6:1-12,Acts 9:20-31,
Trinity 01,,Wednesday,,,Wednesday,Psalm 37:1-24,Numbers 22:41 - 23:12,Luke 3:1-22,Psalm 34,Ezra 6:13-18,Acts 9:32,
Trinity 01,,Thursday,,,Thursday,Psalm 37:26,Numbers 23:13-26,Luke 4:1-13,Psalm 39,Zechariah 7:8,Acts 10:1-23,
Trinity 01,,Friday,,,Friday,Psalm 40:1-16,"Numbers 23:27 - 24:13, 25",Luke 4:14-30,"Psalm 41, Psalm 54",Zechariah 8:1-13,Acts 10:24-33,
Trinity 01,,Saturday,,,Saturday,Psalm 44,Deuteronomy 34,Luke 4:31-41,"Psalm 46, Psalm 47",Zechariah 8:14,Acts 10:34,
,,,,,,,,,,,,
Trinity 02,,Sunday,,1st,Second Sunday after Trinity,"Psalm 15, Psalm 19",Job 31:13-28,I Corinthians 13,"Psalm 112, Psalm 113","I Samuel 20:1-7, 12-42",I Peter 1:17,
Trinity 02,,Sunday,,2nd,Second Sunday after Trinity,"Psalm 76, Psalm 125",Deuteronomy 20:1-9,Luke 9:57,"Psalm 138, Psalm 146",II Kings 4:8-17,Luke 14:12-24,
Trinity 02,,Sunday,,3rd,Second Sunday after Trinity,"Psalm 11, Psalm 12","Genesis 6:5-8, 13-22",Matthew 24:32-42,Psalm 147,I Samuel 3:1-18,Acts 7:44 - 8:4,
Trinity 02,,Monday,,,Monday,Psalm 48,Joshua 1,Luke 4:42 - 5:11,"Psalm 42, Psalm 43","Ezra 5:1-2, 6-17",Acts 9:1-19,
Trinity 02,,Tuesday,,,Tuesday,Psalm 49,"Joshua 3:1-6, 13-17",Luke 5:12-26,Psalm 50,"Ezra 8:15a, 21-23, 31-36",Acts 11:19,
Trinity 02,,Wednesday,,,Wednesday,Psalm 57,Joshua 4:1-8,Luke 5:27,"Psalm 61, Psalm 62",Nehemiah 1,Acts 12:1-24,
Trinity 02,,Thursday,,,Thursday,Psalm 63,"Joshua 6:1-7, 11, 14-20",Luke 6:1-11,Psalm 65,Nehemiah 2:1-8,Acts 12:25 - 13:12,
Trinity 02,,Friday,,,Friday,Psalm 71,Joshua 14:6,Luke 6:12-26,Psalm 77,Nehemiah 2:9,Acts 13:13-25,
Trinity 02,,Saturday,,,Saturday,Psalm 73,"Joshua 23:1-3, 11-16",Luke 6:27-38,Psalm 66,Nehemiah 4:6,Acts 13:26-43,
,,,,,,,,,,,,
Trinity 03,,Sunday,,1st,Third Sunday after Trinity,Psalm 145,Jeremiah 31:1-14,Matthew 9:9-13,"Psalm 32, Psalm 36:5",Jeremiah 23:1-8,Luke 19:2-10,
Trinity 03,,Sunday,,2nd,Third Sunday after Trinity,Psalm 25,"Proverbs 16:18-24, 32",Philippians 1:27 - 2:4,Psalm 103,Ezekiel 34:20-24,Luke 15:1-10,
Trinity 03,,Sunday,,3rd,Third Sunday after Trinity,Psalm 27,Genesis 9:1-17,I Peter 3:17 - 4:6,Psalm 72,I Samuel 8,Acts 8:5-25,
Trinity 03,,Monday,,,Monday,Psalm 86,Judges 5:1-18,Luke 6:39,"Psalm 84, Psalm 85",Nehemiah 5:1-13,Acts 13:44 -14:7,
Trinity 03,,Tuesday,,,Tuesday,Psalm 89:1-19,Judges 5:19,Luke 7:1-10,Psalm 90,"Nehemiah 8:1-3, 5-6, 9-12",Acts 14:8-18,
Trinity 03,,Wednesday,,,Wednesday,Psalm 92,"Judges 6:1, 11-16, 33-35",Luke 7:11-17,Psalm 104,Nehemiah 9:5-15,Acts 14:19,
Trinity 03,,Thursday,,,Thursday,Psalm 94,Judges 7:1-8,Luke 7:18-35,"Psalm 111, Psalm 114",Nehemiah 9:32,Acts 15:1-12,
Trinity 03,,Friday,,,Friday,Psalm 102,Judges 7:16,Luke 7:36,Psalm 116,Nehemiah 13:15-22,Acts 15:13-21,
Trinity 03,,Saturday,,,Saturday,Psalm 107:1-16,"Judges 10:17, 11:29-40",Luke 8:1-15,"Psalm 93, Psalm 99","I Maccabees 1:1, 7-15",Acts 15:22-35,
,,,,,,,,,,,,
Trinity 04,,Sunday,,1st,Fourth Sunday after Trinity,Psalm 91,Lamentations 3:22-33,Matthew 10:24-39,Psalm 51,Isaiah 29:9-15,Matthew 15:1-20,
Trinity 04,,Sunday,,2nd,Fourth Sunday after Trinity,"Psalm 75, Psalm 82","Deuteronomy 32:1-4, 34-39",Romans 2:1-16,Psalm 139,"Proverbs 27:1-6, 10-12",Luke 6:36-42,
Trinity 04,,Sunday,,3rd,Fourth Sunday after Trinity,"Psalm 22:23, Psalm 67",Genesis 12:1-9,Galatians 3:1-9,Psalm 80,"I Samuel 9:1-10, 18-19, 26 - 10:1",Acts 8:26,
Trinity 04,,Monday,,,Monday,Psalm 119:49-64 (Section VII - VI),"Judges 13:2-14, 24",Luke 8:16-25,"Psalm 119:65-80 (Section IX - X), Psalm 117",I Maccabees 1:41-53,Acts 15:36 - 16:5,
Trinity 04,,Tuesday,,,Tuesday,"Psalm 123, Psalm 124",Judges 16:4-14,Luke 8:26-39,"Psalm 126, Psalm 127, Psalm 130",I Maccabees 1:54,Acts 16:6-15,
Trinity 04,,Wednesday,,,Wednesday,"Psalm 125, Psalm 138",Judges 16:15-22,Luke 8:40,"Psalm 132, Psalm 134",I Maccabees 2:1-14,Acts 16:16-24,
Trinity 04,,Thursday,,,Thursday,Psalm 136,Judges 16:23,Luke 9:1-17,Psalm 144,I Maccabees 2:15-30,Acts 16:25,
Trinity 04,,Friday,,,Friday,"Psalm 142, Psalm 143",Ruth 1:1-14,Luke 9:18-27,Psalm 145,I Maccabees 2:31-43,Acts 17:1-15,
Trinity 04,,Saturday,,,Saturday,Psalm 147,Ruth 1:15,Luke 9:28-45,"Psalm 148, Psalm 150","I Maccabees 2:49-52, 61-70",Acts 17:16,
,,,,,,,,,,,,
Trinity 05,,Sunday,,1st,Fifth Sunday after Trinity,"Psalm 62, Psalm 63","Ecclesiastes 2:1-11, 18-23",Matthew 19:16,Psalm 66,"Proverbs 3:1-7, 11-12",Luke 14:25,
Trinity 05,,Sunday,,2nd,Fifth Sunday after Trinity,Psalm 34,"Proverbs 15:1-10, 26",James 3,Psalm 65,Judges 6:11-23,Luke 5:1-11,
Trinity 05,,Sunday,,3rd,Fifth Sunday after Trinity,"Psalm 1, Psalm 121",Genesis 17:1-8,Hebrews 11:1-16,"Psalm 97, Psalm 98",I Samuel 11,Acts 9:1-20,
Trinity 05,,Monday,,,Monday,"Psalm 11, Psalm 12",Ruth 2:1-13,Luke 9:46,"Psalm 8, Psalm 19",I Maccabees 3:1-9,Acts 18:1-11,
Trinity 05,,Tuesday,,,Tuesday,Psalm 17,Ruth 2:14,Luke 10:1-24,"Psalm 13, Psalm 14",I Maccabees 3:42-54,Acts 18:12-23,
Trinity 05,,Wednesday,,,Wednesday,"Psalm 20, Psalm 21:1-6",Ruth 3:1-13,Luke 10:25-37,Psalm 27,I Maccabees 4:36-51,Acts 18:24 - 19:7,
Trinity 05,,Thursday,,,Thursday,Psalm 25,Ruth 4:1-8,Luke 10:38 - 11:13,"Psalm 30, Psalm 31:1-6",I Maccabees 4:52,Acts 19:8-20,
Trinity 05,,Friday,,,Friday,Psalm 26,Ruth 4:9-17,Luke 11:14-28,"Psalm 32, Psalm 36:5","Daniel 1:1-7, 17-21",Acts 19:21,
Trinity 05,,Saturday,,,Saturday,Psalm 28,I Samuel 1:1-11,Luke 11:29-36,"Psalm 47, Psalm 48","Daniel 2:1-6, 10-13",Acts 20:1-16,
,,,,,,,,,,,,
Trinity 06,,Sunday,,1st,Sixth Sunday after Trinity,Psalm 85,II Samuel 19:16-23,Matthew 5:38,"Psalm 57, Psalm 130","Exodus 24:1-11, 16-18",Hebrews 9:18,
Trinity 06,,Sunday,,2nd,Sixth Sunday after Trinity,"Psalm 16, Psalm 111",Isaiah 57:13b-19,II Timothy 2:7-13,Psalm 94:1-22,Genesis 4:1-16,Matthew 5:20-26,
Trinity 06,,Sunday,,3rd,Sixth Sunday after Trinity,Psalm 71,Genesis 18:1-16,Romans 4:13,Psalm 104,I Samuel 16:1-13,Acts 11:1-18,
Trinity 06,,Monday,,,Monday,Psalm 39,I Samuel 1:12-20,Luke 11:37,"Psalm 42, Psalm 43",Daniel 2:14-24,Acts 20:17,
Trinity 06,,Tuesday,,,Tuesday,Psalm 45,"I Samuel 1:21-28, 2:11",Luke 12:1-12,Psalm 49,Daniel 2:25-35,Acts 21:1-14,
Trinity 06,,Wednesday,,,Wednesday,Psalm 56,I Samuel 2:18-26,Luke 12:13-21,"Psalm 62, Psalm 63",Daniel 2:36-45,Acts 21:15-26,
Trinity 06,,Thursday,,,Thursday,Psalm 65,I Samuel 3:1-18,Luke 12:22-34,Psalm 66,Daniel 3:1-7,Acts 21:27-36,
Trinity 06,,Friday,,,Friday,"Psalm 69:1-22, 30-37",I Samuel 4:1b-11,Luke 12:35-48,Psalm 71,Daniel 3:8-18,Acts 21:37 - 22:16,
Trinity 06,,Saturday,,,Saturday,Psalm 72,I Samuel 4:12,Luke 12:49,"Psalm 15, Psalm 46",Daniel 3:19,Acts 22:17-29,
,,,,,,,,,,,,
Trinity 07,,Sunday,,1st,Seventh Sunday after Trinity,Psalm 18:1-20,Hosea 14,Romans 6:12-18,Psalm 50,"Daniel 5:1-9, 13-30","Romans 1:17-21, 28-32",
Trinity 07,,Sunday,,2nd,Seventh Sunday after Trinity,"Psalm 133, Psalm 134, Psalm 138",Ecclesiasticus 6:5-17,John 15:12,Psalm 116,Micah 7:14,Mark 8:1-21,
Trinity 07,,Sunday,,3rd,Seventh Sunday after Trinity,Psalm 40:1-16,Genesis 22:1-18,Hebrews 6,"Psalm 24, Psalm 29","I Samuel 17:1-11, 32, 40-50",Acts 11:19,
Trinity 07,,Monday,,,Monday,"Psalm 75, Psalm 76",I Samuel 8:4,Luke 13:1-9,Psalm 73,"Daniel 4:4-5, 10-18",Acts 22:30 - 23:11,
Trinity 07,,Tuesday,,,Tuesday,Psalm 77,I Samuel 9:1-10,Luke 13:10-21,Psalm 74,Daniel 4:19-27,Acts 23:12-24,
Trinity 07,,Wednesday,,,Wednesday,Psalm 80,I Samuel 9:11-21,Luke 13:22,Psalm 81,Daniel 4:28,Acts 23:25 - 24:9,
Trinity 07,,Thursday,,,Thursday,Psalm 85,I Samuel 9:22,Luke 14:1-14,Psalm 89:1-19,Daniel 5:1-9,Acts 24:10-23,
Trinity 07,,Friday,,,Friday,Psalm 86,I Samuel 10:1-11,Luke 14:15-24,Psalm 91,Daniel 5:10-16,Acts 24:24 - 25:12,
Trinity 07,,Saturday,,,Saturday,Psalm 90,I Samuel 10:17,Luke 14:25,"Psalm 96, Psalm 98",Daniel 5:17-30,Acts 25:13,
,,,,,,,,,,,,
Trinity 08,,Sunday,,1st,Eighth Sunday after Trinity,Psalm 119:33-48 (Section V - VI),Ecclesiasticus 1:18-27,John 7:14-24,Psalm 25,Ecclesiasticus 6:22,Luke 10:38,
Trinity 08,,Sunday,,2nd,Eighth Sunday after Trinity,"Psalm 126, Psalm 127",Zechariah 4:1-10,Galatians 3:24 - 4:7,Psalm 92,Proverbs 11:24,Mark 7:15-21,
Trinity 08,,Sunday,,3rd,Eighth Sunday after Trinity,Psalm 84,Genesis 24:1-27,Ephesians 5:22,"Psalm 148, Psalm 150","I Samuel 26:1-7, 12-17, 21-25",Acts 12:1-17,
Trinity 08,,Monday,,,Monday,Psalm 104,I Samuel 11:1-13,Luke 15:1-10,Psalm 116,Daniel 6:1-8,Acts 26:1-23,
Trinity 08,,Tuesday,,,Tuesday,"Psalm 111, Psalm 114",I Samuel 11:14 - 12:5,Luke 15:11,Psalm 118,Daniel 6:9-15,Acts 26:24 - 27:8,
Trinity 08,,Wednesday,,,Wednesday,Psalm 119:81-96 (Section XI - XII),I Samuel 12:19,Luke 16:1-18,"Psalm 119:97-112 (Section XIII - XIV), Psalm 117","Daniel 6:16-23, 25-27",Acts 27:9-26,
Trinity 08,,Thursday,,,Thursday,"Psalm 128, Psalm 129",I Samuel 15:1-9,Luke 16:19,"Psalm 132, Psalm 134","Esther 2:5-8, 17-23",Acts 27:27,
Trinity 08,,Friday,,,Friday,Psalm 139,I Samuel 15:10-23,Luke 17:1-10,"Psalm 138, Psalm 146",Esther 3:1-12,Acts 28:1-15,
Trinity 08,,Saturday,,,Saturday,Psalm 145,I Samuel 15:24-34,Luke 17:11-19,Psalm 147,"Esther 4:1, 5-17",Acts 28:16,
,,,,,,,,,,,,
Trinity 09,,Sunday,,1st,Ninth Sunday after Trinity,Psalm 115,Ezekiel 14:1-11,I Thessalonians 4:1-12,"Psalm 119:9-24 (Section II, III)","Proverbs 4:1-4, 20-27",Hebrews 12:1-13,
Trinity 09,,Sunday,,2nd,Ninth Sunday after Trinity,Psalm 103,Wisdom 11:21 - 12:2,John 8:1-11,Psalm 51,Lamentations 3:40-58,Luke 15:11,
Trinity 09,,Sunday,,3rd,Ninth Sunday after Trinity,Psalm 91,Genesis 28:10,II Corinthians 9,"Psalm 93, Psalm 96",I Samuel 31,"Acts 13:1-3, 14-31, 38, 44-49",
Trinity 09,,Monday,,,Monday,"Psalm 2, Psalm 3",I Samuel 16:1-13,Luke 17:20,"Psalm 4, Psalm 8",Esther 5,Romans 1:1-17,
Trinity 09,,Tuesday,,,Tuesday,Psalm 5,I Samuel 16:14,Luke 18:1-14,"Psalm 16, Psalm 20",Esther 6,Romans 2:1-16,
Trinity 09,,Wednesday,,,Wednesday,Psalm 9,I Samuel 17:1-11,Luke 18:15-30,"Psalm 19, Psalm 23",Esther 7,Romans 2:17,
Trinity 09,,Thursday,,,Thursday,Psalm 10,I Samuel 17:17-27,Luke 18:31,"Psalm 21:1-6, Psalm 24",Micah 1:1-7a,Romans 3:1-20,
Trinity 09,,Friday,,,Friday,Psalm 22,I Samuel 17:28-40,Luke 19:1-10,Psalm 25,Micah 2,Romans 3:21,
Trinity 09,,Saturday,,,Saturday,Psalm 18:1-20,I Samuel 17:41-51,Luke 19:11-28,Psalm 84,Micah 3:1-8,Romans 4:1-12,
,,,,,,,,,,,,
Trinity 10,,Sunday,,1st,Tenth Sunday after Trinity,Psalm 145,Ecclesiasticus 1:1-10,John 8:25-36,"Psalm 15, Psalm 46","Isaiah 44:1-8, 21-23",Romans 12:1-9,
Trinity 10,,Sunday,,2nd,Tenth Sunday after Trinity,Psalm 147,Jeremiah 26:1-7. 10-15,Matthew 23:34,"Psalm 42, Psalm 43",Lamentations 1:1-12,Luke 19:41,
Trinity 10,,Sunday,,3rd,Tenth Sunday after Trinity,Psalm 144,Genesis 32:22-31,II Corinthians 4:7,"Psalm 47, Psalm 48",II Samuel 1:17,Acts 14:8,
Trinity 10,,Monday,,,Monday,Psalm 40:1-16,I Samuel 18:1-9,Luke 19:29-40,Psalm 37:1-24,Micah 4:1-8,Romans 4:13,
Trinity 10,,Tuesday,,,Tuesday,Psalm 41,"I Samuel 20:1-7, 12-23",Luke 19:47 - 20:8,Psalm 37:26,Micah 4:9 - 5:1,Romans 5,
Trinity 10,,Wednesday,,,Wednesday,Psalm 44,I Samuel 20:24-39,Luke 20:9-26,Psalm 39,Micah 6:1-8,Romans 6,
Trinity 10,,Thursday,,,Thursday,Psalm 49,I Samuel 22:6,Luke 20:27-40,Psalm 50,Micah 6:9,Romans 7:1-13,
Trinity 10,,Friday,,,Friday,Psalm 51,I Samuel 23:7-18,Luke 20:41 - 21:4,"Psalm 54, Psalm 57",Micah 7:1-9,Romans 7:14,
Trinity 10,,Saturday,,,Saturday,Psalm 66,I Samuel 28:3-19,Luke 21:5-19,"Psalm 65, Psalm 67",Micah 7:14,Romans 8:1-17,
,,,,,,,,,,,,
Trinity 11,,Sunday,,1st,Eleventh Sunday after Trinity,"Psalm 124, Psalm 125","Isaiah 26:12-16, 19",Romans 8:26,"Psalm 68 or Psalm 123, Psalm 142",Ecclesiasticus 35:10-19,Mark 12:38,
Trinity 11,,Sunday,,2nd,Eleventh Sunday after Trinity,Psalm 33,Job 5:8-18,Matthew 23:13-31,"Psalm 100, Psalm 101",Ecclesiastes 5:1-7,Luke 18:9-14,
Trinity 11,,Sunday,,3rd,Eleventh Sunday after Trinity,"Psalm 62, Psalm 63","Genesis 37:3-4, 12-35",James 1:1-15,"Psalm 30, Psalm 121",II Samuel 7:18,Acts 15:1-21,
Trinity 11,,Monday,,,Monday,Psalm 71,I Samuel 31,Luke 21:20,Psalm 77,"Nahum 1:3-8, 15",Romans 8:18-27,
Trinity 11,,Tuesday,,,Tuesday,Psalm 73,II Samuel 1:1-16,Luke 22:1-13,Psalm 78,Nahum 2,Romans 8:28,
Trinity 11,,Wednesday,,,Wednesday,"Psalm 87, Psalm 101",II Samuel 1:17,Luke 22:14-30,"Psalm 85, Psalm 98",Nahum 3,"Romans 9:1-5, 14-24, 30-33",
Trinity 11,,Thursday,,,Thursday,Psalm 92,"II Samuel 4:1, 5, 7-12",Luke 22:31-46,Psalm 90,"Habakkuk 1:2-4, 12 - 2:4",Romans 10,
Trinity 11,,Friday,,,Friday,Psalm 94,II Samuel 5:1-10,Luke 22:47-62,Psalm 103,"Habakkuk 2:9-14, 19-20",Romans 11:1-21,
Trinity 11,,Saturday,,,Saturday,Psalm 96,II Samuel 6:1-11,Luke 22:63 - 23:12,"Psalm 112, Psalm 113","Habakkuk 3:2-6, 10-13, 18-19a",Romans 11:22,
,,,,,,,,,,,,
Trinity 12,,Sunday,,1st,Twelfth Sunday after Trinity,Psalm 139,Ecclesiasticus 15:11,Philippians 2:12-18,Psalm 27,"Tobit 13:1b-5, 7-11",Romans 15:14-21,
Trinity 12,,Sunday,,2nd,Twelfth Sunday after Trinity,"Psalm 102:15, Psalm 146",Ecclesiasticus 38:1-14,Luke 4:31,"Psalm 32, Psalm 126",Isaiah 29:18,Mark 7:31,
Trinity 12,,Sunday,,3rd,Twelfth Sunday after Trinity,Psalm 72,"Genesis 41:1a, 8, 14-40",Colossians 3:22 - 4:6,"Psalm 67, Psalm 122",II Samuel 15:1-23,"Acts 15:36 - 16:5, 9-15",
Trinity 12,,Monday,,,Monday,Psalm 107:1-16,"II Samuel 6:12-15,17-19",Luke 23:13-25,"Psalm 111, Psalm 114","Zephaniah 1:2-3, 7, 14-18",Romans 12,
Trinity 12,,Tuesday,,,Tuesday,Psalm 115,"II Samuel 7:1-11,16-17",Luke 23:26-38,Psalm 116,Zephaniah 3:1-8,Romans 13,
Trinity 12,,Wednesday,,,Wednesday,"Psalm 125, Psalm 127, Psalm 130",II Samuel 7:18,Luke 23:39-49,"Psalm 121, Psalm 123, Psalm 124",Zephaniah 3:9,Romans 14:1-12,
Trinity 12,,Thursday,,,Thursday,"Psalm 137:1-6, Psalm 138","II Samuel 9:1-9, 13",Luke 23:50 - 24:12,Psalm 144,Ecclesiasticus 1:1-10,Romans 14:13,
Trinity 12,,Friday,,,Friday,"Psalm 142, Psalm 143",II Samuel 11:1-13,Luke 24:13-35,Psalm 145,"Ecclesiasticus 1:11-20, 26-27",Romans 15:1-16,
Trinity 12,,Saturday,,,Saturday,Psalm 147,II Samuel 11:14,Luke 24:36,"Psalm 148, Psalm 150",Ecclesiasticus 2,Romans 15:17,
,,,,,,,,,,,,
Trinity 13,14th Week,Sunday,,1st,Thirteenth Sunday after Trinity,Psalm 104,Ecclesiasticus 17:1-15,"Mark 3:20-21, 31-35","Psalm 11, Psalm 12",Deuteronomy 15:7-15,Matthew 26:6-13,
Trinity 13,14th Week,Sunday,,2nd,Thirteenth Sunday after Trinity,Psalm 73,"Habakkuk 1:12 - 2:4, 14",Hebrews 10:35,"Psalm 112, Psalm 113",Deuteronomy 24:10,Luke 10:23-37,
Trinity 13,14th Week,Sunday,,3rd,Thirteenth Sunday after Trinity,Psalm 118,"Genesis 43:1-5, 11-16, 26-34",Hebrews 13:1-21,"Psalm 20, Psalm 23","II Samuel 18:1, 6-14, 19-33",Acts 16:16-34,
Trinity 13,14th Week,Monday,,,Monday,Psalm 7,"II Samuel 12:1-10, 13-15a",II Corinthians 1,"Psalm 4, Psalm 8",Ecclesiasticus 3:17,Matthew 1:18,
Trinity 13,14th Week,Tuesday,,,Tuesday,Psalm 16,II Samuel 12:15b-23,II Corinthians 2,"Psalm 13, Psalm 14",Ecclesiasticus 4:1-18,Matthew 2:1-12,
Trinity 13,14th Week,Wednesday,,,Wednesday,Psalm 17,II Samuel 15:1-12,II Corinthians 3,Psalm 18:1-20,Ecclesiasticus 4:20 - 5:7,Matthew 2:13,
Trinity 13,14th Week,Thursday,,,Thursday,Psalm 25,II Samuel 15:13-29,II Corinthians 4,Psalm 27,Ecclesiasticus 15:11,Matthew 3,
Trinity 13,14th Week,Friday,,,Friday,Psalm 32,II Samuel 15:30 - 16:4,II Corinthians 5:1-10,Psalm 22,Ecclesiasticus 16:17,Matthew 4:1-11,
Trinity 13,14th Week,Saturday,,,Saturday,Psalm 31,II Samuel 16:5-19,II Corinthians 5:11,"Psalm 29, Psalm 30",Ecclesiasticus 19:4-18,Matthew 4:12,
,,,,,,,,,,,,
Trinity 14,15th Week,Sunday,,1st,Fourteenth Sunday after Trinity,"Psalm 19, Psalm 24",Micah 6:1-8,Philippians 4:4-13,Psalm 50,Jeremiah 7:1-11,Luke 13:18-30,
Trinity 14,15th Week,Sunday,,2nd,Fourteenth Sunday after Trinity,Psalm 65,I Chronicles 29:10-17,Luke 17:5-10,Psalm 92,"Deuteronomy 8:1-14, 17-20",Luke 17:11-19,
Trinity 14,15th Week,Sunday,,3rd,Fourteenth Sunday after Trinity,Psalm 85,"Genesis 45:1-15, 25-28",Romans 12:9,"Psalm 42, Psalm 43",I Kings 3:4-15,Acts 17:16,
Trinity 14,15th Week,Monday,,,Monday,Psalm 39,II Samuel 16:23 - 17:14,II Corinthians 6:1-10,Psalm 33,Ecclesiasticus 19:20,Matthew 5:1-16,
Trinity 14,15th Week,Tuesday,,,Tuesday,Psalm 40:1-16,II Samuel 17:15-23,II Corinthians 6:11 - 7:1,"Psalm 36:5, Psalm 47",Ecclesiasticus 20:9-20,Matthew 5:17-26,
Trinity 14,15th Week,Wednesday,,,Wednesday,Psalm 45,II Samuel 18:1-17,II Corinthians 7:2,"Psalm 62, Psalm 63","Ecclesiasticus 24:1-9, 18-22",Matthew 5:27-37,
Trinity 14,15th Week,Thursday,,,Thursday,Psalm 56,II Samuel 18:19,II Corinthians 8:1-15,Psalm 66,Ecclesiasticus 28:13,Matthew 5:38,
