Season,Week,Day,Date,Propers,Name,Morning Psalm,Moring First Lesson,Morning Second Lesson,Evening Psalm,Evening First Lesson,Evening Second Lesson,
Trinity 14,15th Week,Friday,,,Friday,"Psalm 69:1-22, 30-37",II Samuel 19:1-10,II Corinthians 8:16,Psalm 51,"Ecclesiasticus 31:12-18, 25 - 32:2",Matthew 6:1-18,
Trinity 14,15th Week,Saturday,,,Saturday,Psalm 68:1-19,II Samuel 19:11-23,II Corinthians 9,"Psalm 67, Psalm 93",Ecclesiasticus 34:1-8,Matthew 6:19,
,,,,,,,,,,,,
Trinity 15,16th Week,Sunday,,1st,Fifteenth Sunday after Trinity,Psalm 49,Ecclesiasticus 5:1-10,Luke 12:13-21,"Psalm 26, Psalm 128",Ecclesiastes 5:8,I Timothy 6:1-10,
Trinity 15,16th Week,Sunday,,2nd,Fifteenth Sunday after Trinity,Psalm 103,Deuteronomy 7:6-13,Galatians 2:15-20,Psalm 34,Joel 2:21-27,Matthew 6:24,
Trinity 15,16th Week,Sunday,,3rd,Fifteenth Sunday after Trinity,"Psalm 1, Psalm 15",Exodus 2:1-22,James 4,Psalm 84,"I Kings 8:22-30, 54-63",Acts 18:1-17,
Trinity 15,16th Week,Monday,,,Monday,Psalm 75,II Samuel 19:24-39,II Corinthians 10,Psalm 71,Ecclesiasticus 34:18 - 35:3,Matthew 7:1-12,
Trinity 15,16th Week,Tuesday,,,Tuesday,Psalm 76,II Samuel 23:8-17,II Corinthians 11:1-15,Psalm 72,Ecclesiasticus 36:1-17,Matthew 7:13,
Trinity 15,16th Week,Wednesday,,,Wednesday,Psalm 77,"II Samuel 24:1, 10-25",II Corinthians 11:16,Psalm 73,Ecclesiasticus 37:6-15,Matthew 8:1-13,
Trinity 15,16th Week,Thursday,,,Thursday,Psalm 81,"I Kings 2:1-4, 10-12",II Corinthians 12:1-13,Psalm 80,Ecclesiasticus 38:24,Matthew 8:14-27,
Trinity 15,16th Week,Friday,,,Friday,Psalm 85,I Kings 3:4-15,II Corinthians 12:14,Psalm 89:1-19,Ecclesiasticus 42:15-21,Matthew 8:28 - 9:8,
Trinity 15,16th Week,Saturday,,,Saturday,Psalm 92,I Kings 3:16,II Corinthians 13,"Psalm 46, Psalm 96",Ecclesiasticus 43:1-12,Matthew 9:9-17,
,,,,,,,,,,,,
Trinity 16,17th Week,Sunday,,1st,Sixteenth Sunday after Trinity,Psalm 116,Isaiah 12,John 11:21-44,Psalm 90,Ezekiel 33:1-9,Matthew 24:37,
Trinity 16,17th Week,Sunday,,2nd,Sixteenth Sunday after Trinity,Psalm 91,Jeremiah 32:36-42,Romans 11:25,"Psalm 142, Psalm 146","I Kings 17:8-9, 17-24",Luke 7:11-17,
Trinity 16,17th Week,Sunday,,3rd,Sixteenth Sunday after Trinity,Psalm 145,Exodus 3:1-15,I Peter 5:1-11,Psalm 66,I Kings 12:1-20,Acts 19:21,
Trinity 16,17th Week,Monday,,,Monday,Psalm 103,I Kings 8:1-11,I Thessalonians 1,Psalm 104,Ecclesiasticus 43:13-19,Matthew 9:18-35,
Trinity 16,17th Week,Tuesday,,,Tuesday,Psalm 118,I Kings 8:12-21,I Thessalonians 2:1-13,"Psalm 111, Psalm 113",Ecclesiasticus 43:20,Matthew 9:36 - 10:15,
Trinity 16,17th Week,Wednesday,,,Wednesday,Psalm 119:113-128 (Section XV - X),I Kings 8:22-30,I Thessalonians 2:17 - 3:13,"Psalm 119:129-144 (Section XVII - XVIII), Psalm 117",Ecclesiasticus 44:1-15,Matthew 10:16-31,
Trinity 16,17th Week,Thursday,,,Thursday,"Psalm 126, Psalm 128",I Kings 8:54-63,I Thessalonians 4:1-12,"Psalm 121, Psalm 122, Psalm 138",Job 1:1-12,Matthew 10:32 - 11:1,
Trinity 16,17th Week,Friday,,,Friday,Psalm 102,I Kings 9:1-9,I Thessalonians 4:13,Psalm 139,Job 1:13,Matthew 11:2-19,
Trinity 16,17th Week,Saturday,,,Saturday,"Psalm 143, Psalm 149","I Kings 11:26-31, 34-37",I Thessalonians 5:1-11,"Psalm 97, Psalm 98",Job 2,Matthew 11:20,
,,,,,,,,,,,,
Trinity 17,18th Week,Sunday,,1st,Seventeenth Sunday after Trinity,Psalm 25,Jeremiah 13:15-21,Mark 10:35-45,"Psalm 36:5, Psalm 130",Malachi 2:1-10,Luke 13:10-17,
Trinity 17,18th Week,Sunday,,2nd,Seventeenth Sunday after Trinity,Psalm 10,Ecclesiasticus 8:1-9,II Timothy 2:19,Psalm 33,Ecclesiasticus 10:7-18,Luke 14:1-11,
Trinity 17,18th Week,Sunday,,3rd,Seventeenth Sunday after Trinity,Psalm 107,"Exodus 5:1-9, 19 - 6:1",Hebrews 3,Psalm 144,"I Kings 18:1-2, 17-39",Acts 20:17,
Trinity 17,18th Week,Monday,,,Monday,Psalm 18:1-20,I Kings 12:1-11,I Thessalonians 5:12,Psalm 7,"Job 3:1-10, 13-20",Matthew 12:1-13,
Trinity 17,18th Week,Tuesday,,,Tuesday,"Psalm 20, Psalm 23",I Kings 12:12-20,II Thessalonians 1,"Psalm 11, Psalm 12",Job 4:12,Matthew 12:14-30,
Trinity 17,18th Week,Wednesday,,,Wednesday,"Psalm 21:1-6, Psalm 28",I Kings 12:25,II Thessalonians 2:1-12,"Psalm 29, Psalm 30",Job 5:8-18,Matthew 12:31,
Trinity 17,18th Week,Thursday,,,Thursday,Psalm 27,I Kings 16:29,II Thessalonians 2:13 - 3:5,Psalm 31,"Job 10:1-9, 12-18",Matthew 13:1-23,
Trinity 17,18th Week,Friday,,,Friday,Psalm 37:1-24,I Kings 17:1-16,II Thessalonians 3:6,Psalm 22,Job 11:7,"Matthew 13:24-30,36-43",
Trinity 17,18th Week,Saturday,,,Saturday,Psalm 37:26,I Kings 17:17,James 1:1-11,Psalm 145,Job 12:1-10,"Matthew 13:31-35, 44-52",
,,,,,,,,,,,,
Trinity 18,19th Week,Sunday,,1st,Eighteenth Sunday after Trinity,"Psalm 48, Psalm 112",Proverbs 2:1-9,I Timothy 3:14 - 4:16,Psalm 147,"Deuteronomy 11:18-21, 26-28, 32",Galatians 1:1-12,
Trinity 18,19th Week,Sunday,,2nd,Eighteenth Sunday after Trinity,"Psalm 62, Psalm 63",Amos 8:4-12,John 7:37,Psalm 119:89-104 (Section XII - XIII),Deuteronomy 5:1-21,Matthew 22:34,
Trinity 18,19th Week,Sunday,,3rd,Eighteenth Sunday after Trinity,"Psalm 77:11, Psalm 114","Exodus 14:5-14, 19-21, 24-28, 30","Hebrews 11:23-29, 32-40",Psalm 139,I Kings 19,"Acts 21:7-19, 27-39",
Trinity 18,19th Week,Monday,,,Monday,Psalm 41,I Kings 18:1-15,James 1:12-21,Psalm 33,Job 12:13-22,Matthew 13:53 - 14:12,
Trinity 18,19th Week,Tuesday,,,Tuesday,"Psalm 42, Psalm 43",I Kings 18:16-24,James 1:22,Psalm 39,Job 14:1-14,Matthew 14:13-21,
Trinity 18,19th Week,Wednesday,,,Wednesday,Psalm 44,"I Kings 18:25-30, 36-46",James 2:1-13,Psalm 50,"Job 18:5-7, 14-21",Matthew 14:22,
Trinity 18,19th Week,Thursday,,,Thursday,Psalm 49,I Kings 19:1-8,James 2:14,Psalm 73,"Job 21:7-20, 29-33",Matthew 15:1-20,
Trinity 18,19th Week,Friday,,,Friday,Psalm 51,I Kings 19:9,James 3,"Psalm 85, Psalm 86","Job 24:1-4, 12-20",Matthew 15:21,
Trinity 18,19th Week,Saturday,,,Saturday,Psalm 71,I Kings 21:1-10,James 4:1-12,"Psalm 93, Psalm 98","Job 25:2-6, 26:6-14",Matthew 16:1-12,
,,,,,,,,,,,,
Trinity 19,20th Week,Sunday,,1st,Nineteenth Sunday after Trinity,Psalm 72,Job 24:1-17,Titus 2,Psalm 80,Jeremiah 5:7-19,II Corinthians 13,
Trinity 19,20th Week,Sunday,,2nd,Nineteenth Sunday after Trinity,Psalm 34,Jeremiah 30:12-22,John 5:1-16,Psalm 103,Wisdom 12:12-19,Matthew 9:1-8,
Trinity 19,20th Week,Sunday,,3rd,Nineteenth Sunday after Trinity,"Psalm 29, Psalm 99","Exodus 19:1-7, 16-19, 20:1-3","Romans 3:1-2, 19-31","Psalm 19, Psalm 46",I Kings 21:1-22,Acts 22:24 - 23:11,
Trinity 19,20th Week,Monday,,,Monday,Psalm 89:1-19,I Kings 21:11-22,James 4:13 - 5:11,Psalm 92,Job 28:12,Matthew 16:13,
Trinity 19,20th Week,Tuesday,,,Tuesday,Psalm 90,I Kings 22:1-12,James 5:12,Psalm 104,"Job 38:1-11, 16-18",Matthew 17:1-13,
Trinity 19,20th Week,Wednesday,,,Wednesday,Psalm 94,I Kings 22:13-28,I Timothy 1:1-11,"Psalm 113, Psalm 114",Job 38:19-30,Matthew 17:14,
Trinity 19,20th Week,Thursday,,,Thursday,"Psalm 100, Psalm 110",I Kings 22:29-40,I Timothy 1:12,Psalm 116,Job 38:31-38,Matthew 18:1-14,
Trinity 19,20th Week,Friday,,,Friday,Psalm 119:145-160 (Section XIX - XX),"II Kings 1:2-8, 17a",I Timothy 2:1-10,"Psalm 119:161-176 (Section XXI - XXII), Psalm 117",Job 39:19,Matthew 18:15,
Trinity 19,20th Week,Saturday,,,Saturday,"Psalm 120, Psalm 122, Psalm 123",II Kings 2:1-15,I Timothy 3:1-13,Psalm 144,Job 42:1-9,Matthew 19:1-15,
,,,,,,,,,,,,
Trinity 20,21st Week,Sunday,,1st,Twentienth Sunday after Trinity,"Psalm 11, Psalm 12",Malachi 2:14,"Matthew 19:3-9a, 13-15",Psalm 145,Jeremiah 31:31-37,John 13:31-35,
Trinity 20,21st Week,Sunday,,2nd,Twentienth Sunday after Trinity,"Psalm 1, Psalm 15",Ecclesiastes 9:4-10,Ephesians 6:1-9,"Psalm 107:1-9, 33-43 or Psalm 84","Jeremiah 2:1-9, 13",Matthew 22:1-14,
Trinity 20,21st Week,Sunday,,3rd,Twentienth Sunday after Trinity,Psalm 115,"Exodus 32:1-6, 15-20, 30-34",I Corinthians 10:14-22,"Psalm 111, Psalm 112",II Kings 2:1-15,Acts 24:10,
Trinity 20,21st Week,Monday,,,Monday,"Psalm 124, Psalm 128",II Kings 4:8-17,I Timothy 3: 14 - 4:5,"Psalm 131, Psalm 133, Psalm 134",Ecclesiastes 1:2-11,Matthew 19:16,
Trinity 20,21st Week,Tuesday,,,Tuesday,"Psalm 125, Psalm 126",II Kings 4:18-25a,I Timothy 4:6,Psalm 132,Ecclesiastes 2:1-11,Matthew 20:1-16,
Trinity 20,21st Week,Wednesday,,,Wednesday,"Psalm 127, Psalm 130",II Kings 4:25b - 37,I Timothy 5:1-16,Psalm 135,Ecclesiastes 2:18,Matthew 20:17,
Trinity 20,21st Week,Thursday,,,Thursday,"Psalm 141:1-4, Psalm 142",II Kings 5:1-8,I Timothy 5:17,"Psalm 137:1-6, Psalm 138","Ecclesiastes 3:1-2, 9-15",Matthew 21:1-16,
Trinity 20,21st Week,Friday,,,Friday,Psalm 143,II Kings 5:9-19,I Timothy 6:1-11,Psalm 139,Ecclesiastes 3:16,Matthew 21:17-32,
Trinity 20,21st Week,Saturday,,,Saturday,Psalm 149,II Kings 5:20,I Timothy 6:12,"Psalm 19, Psalm 46",Ecclesiastes 5:1-7,Matthew 21:33,
,,,,,,,,,,,,
Trinity 21,22nd Week,Sunday,,1st,Twenty-First Sunday after Trinity,"Psalm 76, Psalm 121",Isaiah 59:15b,"II Corinthians 10:1-7, 17-18",Psalm 25,Genesis 15:1-6,Romans 4:1-8,
Trinity 21,22nd Week,Sunday,,2nd,Twenty-First Sunday after Trinity,Psalm 27,"Baruch 3:14-15, 29-37",John 9:1-38,"Psalm 30, Psalm 146",II Kings 5:1-15a,John 4:46b,
Trinity 21,22nd Week,Sunday,,3rd,Twenty-First Sunday after Trinity,Psalm 91,"Exodus 33:1, 12-23",Hebrews 4:1-13,Psalm 118,II Kings 6:8-23,Acts 25:1-22,
Trinity 21,22nd Week,Monday,,,Monday,"Psalm 2, Psalm 3",II Kings 6:8-14,II Timothy 1:1-14,"Psalm 4, Psalm 8",Ecclesiastes 5:8,Matthew 22:15-33,
Trinity 21,22nd Week,Tuesday,,,Tuesday,Psalm 5,II Kings 6:15-23,II Timothy 1:15 - 2:13,"Psalm 11, Psalm 12","Ecclesiastes 6:1-2, 7-12",Matthew 22:34,
Trinity 21,22nd Week,Wednesday,,,Wednesday,Psalm 9,"II Kings 9:1-6, 10b-16",II Timothy 2:14,"Psalm 13, Psalm 14",Ecclesiastes 8:12 - 9:1,Matthew 23:1-12,
Trinity 21,22nd Week,Thursday,,,Thursday,Psalm 10,II Kings 9:17-28,II Timothy 3,"Psalm 16, Psalm 17",Ecclesiastes 9:11,Matthew 23:13-23,
Trinity 21,22nd Week,Friday,,,Friday,Psalm 22,II Kings 9:30,II Timothy 4:1-8,"Psalm 6, Psalm 26",Ecclesiastes 11,Matthew 23:25,
Trinity 21,22nd Week,Saturday,,,Saturday,"Psalm 21:1-6, Psalm 23","II Kings 11:1-4, 9-16",II Timothy 4:9,Psalm 18:1-20,Ecclesiastes 12,Matthew 24:1-14,
,,,,,,,,,,,,
Trinity 22,23rd Week,Sunday,,1st,Twenty-Second Sunday after Trinity,"Psalm 32, Psalm 43",Ecclesiasticus 27:30 - 28:7,Matthew 18:7-20,Psalm 51,I Kings 8:46-53,Luke 7:36,
Trinity 22,23rd Week,Sunday,,2nd,Twenty-Second Sunday after Trinity,Psalm 147,Baruch 5,I John 2:24,Psalm 7,Zechariah 7:8,Matthew 18:21,
Trinity 22,23rd Week,Sunday,,3rd,Twenty-Second Sunday after Trinity,Psalm 71,Numbers 20:14,II Timothy 1:3-14,Psalm 65,"II Kings 9:1-6, 10b-13, 16-26",Acts 26,
Trinity 22,23rd Week,Monday,,,Monday,Psalm 18:21-36,"II Kings 17:6-8, 12-18",Titus 1,"Psalm 20, Psalm 24",Deuteronomy 4:1-9,Matthew 24:15-28,
Trinity 22,23rd Week,Tuesday,,,Tuesday,Psalm 25,"II Kings 21:1-3, 10-18",Titus 2,"Psalm 29, Psalm 36:5",Deuteronomy 4:15-24,Matthew 24:29-41,
Trinity 22,23rd Week,Wednesday,,,Wednesday,Psalm 28,II Kings 22:3-13,Titus 3,Psalm 34,Deuteronomy 4:25-31,Matthew 24:42,
Trinity 22,23rd Week,Thursday,,,Thursday,Psalm 30,II Kings 22:14,Philemon,Psalm 37:1-24,Deuteronomy 4:32-40,Matthew 25:1-13,
Trinity 22,23rd Week,Friday,,,Friday,Psalm 40:1-16,"II Kings 23:1-4, 11-14, 21-23",II John,Psalm 37:26,Deuteronomy 5:1-21,Matthew 25:14-30,
Trinity 22,23rd Week,Saturday,,,Saturday,Psalm 31,II Kings 23:24-30,III John,Psalm 27,Deuteronomy 5:22,Matthew 25:31,
,,,,,,,,,,,,
Trinity,24th Week,Sunday,,1st,Twenty-Third Sunday after Trinity,Psalm 33,"Jeremiah 29:1, 4-14",Titus 3:1-8,"Psalm 19, Psalm 67",Ezekiel 33:30,I Corinthians 4:8-16,
Trinity,24th Week,Sunday,,2nd,Twenty-Third Sunday after Trinity,"Psalm 8, Psalm 138",Isaiah 64,Matthew 23:1-12,Psalm 72,Wisdom 6:1-11,Matthew 22:15-22,
Trinity,24th Week,Sunday,,3rd,Twenty-Third Sunday after Trinity,"Psalm 23, Psalm 102:15",Deuteronomy 34,II Timothy 4:1-8,"Psalm 99, Psalm 100","II Kings 23:1-4, 11-14, 21-23","Acts 27:1-20, 27-32, 39-44",
Trinity,24th Week,Monday,,,Monday,Psalm 41,Jeremiah 35:1-11,Colossians 1:1-17,"Psalm 42, Psalm 43",Deuteronomy 6:1-9,Matthew 26:1-16,
Trinity,24th Week,Tuesday,,,Tuesday,Psalm 44,Jeremiah 35:12,Colossians 1:18 - 2:5,"Psalm 46, Psalm 85","Deuteronomy 6:10-16, 20-25",Matthew 26:17-30,
Trinity,24th Week,Wednesday,,,Wednesday,Psalm 50,Jeremiah 36:1-8,Colossians 2:6-19,"Psalm 47, Psalm 48",Deuteronomy 7:6-13,Matthew 26:31-46,
Trinity,24th Week,Thursday,,,Thursday,"Psalm 52, Psalm 53",Jeremiah 36:11-19,Colossians 2:20 - 3:11,Psalm 49,Deuteronomy 8:1-10,Matthew 26:47-56,
Trinity,24th Week,Friday,,,Friday,"Psalm 54, Psalm 61",Jeremiah 36:20-26,Colossians 3:12-17,Psalm 51,Deuteronomy 8:11,Matthew 26:57,
Trinity,24th Week,Saturday,,,Saturday,Psalm 55,"II Kings 25:8-11, 22, 25-26",Colossians 3:18 - 4:6,"Psalm 93, Psalm 98","Deuteronomy 9:7-17, 25-29",Matthew 27:1-10,
,,,,,,,,,,,,
Trinity,25th Week,Sunday,,1st,Twenty-Fourth Sunday after Trinity,Psalm 66,Malachi 3:13 - 4:3,Luke 10:17-24,Psalm 139,"Deuteronomy 33:1-3, 26-29","Jude 1-4, 17-25",
Trinity,25th Week,Sunday,,2nd,Twenty-Fourth Sunday after Trinity,"Psalm 20, Psalm 28",Eclesiasticus 36:1-17,I Timothy 2:1-8,Psalm 86,II Kings 4:18-37,Matthew 9:18-26,
Trinity,25th Week,Sunday,,3rd,Twenty-Fourth Sunday after Trinity,Psalm 136,"Joshua 23:1-3, 11-16",Luke 13:1-9,Psalm 73,II Chronicles 36:11,Acts 28:16,
Trinity,25th Week,Monday,,,Monday,"Psalm 63, Psalm 64","Leviticus 19:1-2, 9-18",Philippians 1:1-11,"Psalm 56, Psalm 57",Deuteronomy 10:12,Matthew 27:11-26,
Trinity,25th Week,Tuesday,,,Tuesday,Psalm 68:1-19,Leviticus 19:26,Philippians 1:12-26,"Psalm 67, Psalm 84",Deuteronomy 13:1-11,Matthew 27:27-44,
Trinity,25th Week,Wednesday,,,Wednesday,Psalm 71,Leviticus 20:1-8,Philippians 1:27 - 2:18,Psalm 72,Deuteronomy 15:7-15,Matthew 27:45-56,
Trinity,25th Week,Thursday,,,Thursday,Psalm 74,Leviticus 25:23-31,Philippians 2:19,Psalm 77,Deuteronomy 17:14,Matthew 27:57,
Trinity,25th Week,Friday,,,Friday,"Psalm 69:1-22, 30-37",Leviticus 26:1-13,Philippians 3,Psalm 80,Deuteronomy 18:15,Matthew 28:1-10,
Trinity,25th Week,Saturday,,,Saturday,Psalm 79,Leviticus 26:27-42,Philippians 4,Psalm 65,Deuteronomy 19:11,Matthew 28:11,
,,,,,,,,,,,,
Before Advent,1st Week,Sunday,,1st,Third Sunday before Advent,"Psalm 15, Psalm 85",Ruth 1:1-17,Colossians 3:5-11,"Psalm 21, Psalm 22:23",Joel 3:9-17,Matthew 13:36-52,
Before Advent,1st Week,Sunday,,2nd,Third Sunday before Advent,"Psalm 112, Psalm 113","Habakkuk 1:12 - 2:4, 9-14",Luke 12:35-48,Psalm 7,Amos 5:14-24,Galatians 6:1-10,
Before Advent,1st Week,Monday,,,Monday,Psalm 81,Obadiah 1-9,I Peter 1:1-12,Psalm 90,Deuteronomy 24:10-18,I Thessalonians 1,
Before Advent,1st Week,Tuesday,,,Tuesday,"Psalm 82, Psalm 101",Obadiah 10,I Peter 1:13,Psalm 91,"Deuteronomy 25:1-3, 13-16",I Thessalonians 2:1-16,
Before Advent,1st Week,Wednesday,,,Wednesday,Psalm 86,Malachi 1:6-11,I Peter 2:1-10,Psalm 92,Deuteronomy 26:1-11,I Thessalonians 2:17 - 3:13,
Before Advent,1st Week,Thursday,,,Thursday,Psalm 94,Malachi 2:1-10,I Peter 2:11-17,Psalm 103,Deuteronomy 28:1-14,I Thessalonians 4:1-12,
Before Advent,1st Week,Friday,,,Friday,Psalm 88,Malachi 3:1-15,I Peter 2:18,Psalm 102,"Deuteronomy 29:2, 9-21",I Thessalonians 4:13,
Before Advent,1st Week,Saturday,,,Saturday,Psalm 104,Malachi 3:16 - 4:6,I Peter 3:1-12,Psalm 145,Deuteronomy 30:11,I Thessalonians 5:1-11,
,,,,,,,,,,,,
Before Advent,2nd Week,Sunday,,1st,Second Sunday before Advent,"Psalm 75, Psalm 138",Isaiah 2:6-19,Matthew 25:14-29,Psalm 9,"Genesis 19:1-3, 12-17, 24-28",Luke 17:20,
Before Advent,2nd Week,Sunday,,2nd,Second Sunday before Advent,"Psalm 93, Psalm 98","Isaiah 66:1-2, 10, 12-16, 18-23",II Thessalonians 1,"Psalm 76, Psalm 96",II Esdras 8:63 - 9:13,"II Peter 3:1-14, 17-18",
Before Advent,2nd Week,Monday,,,Monday,Psalm 105,Lamentations 1:1-6,I Peter 3:13,Psalm 107,Wisdom 1:1-7,I Thessalonians 5:12,
Before Advent,2nd Week,Tuesday,,,Tuesday,Psalm 106,Lamentations 1:15,I Peter 4:1-6,"Psalm 111, Psalm 112",Wisdom 6:1-11,II Thessalonians 1,
Before Advent,2nd Week,Wednesday,,,Wednesday,"Psalm 113, Psalm 114",Lamentations 2:1-10,I Peter 4:7-11,Psalm 118,Wisdom 6:12-21,II Thessalonians 2:1-12,
Before Advent,2nd Week,Thursday,,,Thursday,Psalm 115,"Lamentations 4:1-6, 9",I Peter 4:12,"Psalm 121, Psalm 122",Wisdom 7:7-14,II Thessalonians 2:13 - 3:5,
Before Advent,2nd Week,Friday,,,Friday,"Psalm 116, Psalm 117",Lamentations 4:11-20,I Peter 5:1-7,"Psalm 125, Psalm 126, Psalm 127",Wisdom 7:15-22a,II Thessalonians 3:6,
Before Advent,2nd Week,Saturday,,,Saturday,"Psalm 120, Psalm 123",Lamentations 5,I Peter 5:8,"Psalm 99, Psalm 100",Wisdom 7:22 - 8:1,Jude,
,,,,,,,,,,,,
Before Advent,3rd Week,Sunday,,1st,Sunday Next Before Advent,Psalm 39,Jeremiah 4:23,Matthew 25:31,Psalm 90,"Ecclesiastes 11:9 - 12:8, 13-14",Hebrews 13:1-21,
Before Advent,3rd Week,Sunday,,2nd,Sunday Next Before Advent,Psalm 145,Jeremiah 3:14-18,I Corinthians 11:17-32,Psalm 103,Isaiah 25:1-9,John 5:17-29,
Before Advent,3rd Week,Monday,,,Monday,"Psalm 124, Psalm 128",Joel 1:13,II Peter 1:1-11,"Psalm 131, Psalm 133, Psalm 134","Wisdom 9:1-4, 9-11",Revelation 1:1-8,
Before Advent,3rd Week,Tuesday,,,Tuesday,"Psalm 129, Psalm 130",Joel 2:1-11,II Peter 1:12,Psalm 132,Wisdom 9:13,Revelation 1:9,
Before Advent,3rd Week,Wednesday,,,Wednesday,Psalm 136,Joel 2:12-19,II Peter 2:1-10a,Psalm 139,"Wisdom 10:1-4, 15-21",Revelation 2:1-11,
Before Advent,3rd Week,Thursday,,,Thursday,"Psalm 137:1-6, Psalm 138",Joel 2:21,II Peter 2:10b,"Psalm 140, Psalm 141:1-4",Wisdom 11:21 - 12:2,Revelation 2:12-17,
Before Advent,3rd Week,Friday,,,Friday,"Psalm 142, Psalm 143",Joel 3:1-8,II Peter 3:1-10,Psalm 144,Wisdom 12:12-19,Revelation 3:1-6,
Before Advent,3rd Week,Saturday,,,Saturday,"Psalm 146, Psalm 149",Joel 3:9-17,II Peter 3:11,"Psalm 148, Psalm 150",Wisdom 13:1-9,Revelation 3:7-13,